,Real values,Predicted values
14760,287000,415132.9727082755
24536,495000,557642.223241544
11124,269000,442015.59467118647
24700,437000,532587.858836149
43949,249000,454465.19407434226
46860,200000,227572.55441935634
33211,199000,185909.0301552752
11035,175000,173841.7605485845
11985,619000,680507.3873783989
41137,284000,220578.05175770313
17131,245000,294982.9237955385
19015,155000,134581.07070066774
5100,599000,754492.5303152245
28112,169000,47165.05022498028
28732,270000,225233.31965756227
14522,225000,191647.7877348289
42621,275000,212829.583985548
10612,290000,522935.1086861576
5382,1985000,744844.9969798272
22744,1495000,695649.5420617594
33705,248000,468514.39713656815
43066,249000,424597.8057688705
39076,449000,575644.2850072129
25293,229000,193906.44287248998
2801,180000,264493.2406308132
1946,669000,614922.2267171851
39961,525000,685980.1980990203
48571,409000,277748.0375422696
19213,295000,420093.9345828095
51152,398000,389914.5233498509
6677,1700000,1522608.7188998703
33309,375000,569029.2517815517
50723,699000,590599.170248908
25375,275000,259717.97633374357
45917,360000,407625.19165147125
27546,589000,717683.2062332915
33756,268162,311448.48610491527
6131,695000,877823.3844113335
1747,845000,856135.1435902822
37527,570000,424687.3496802442
51456,279000,285344.2843121161
25954,789000,1148002.5190347119
7608,309000,505377.81759044726
2981,1250000,1483280.5879180394
21263,345000,519749.3681923251
5085,390000,573714.6004361978
13011,349000,400683.9248678123
27213,319000,369823.4604655298
8039,384000,506458.9952760299
45260,475000,465063.78895571455
28673,222000,447190.111518332
39757,235000,241700.71569475284
14335,219000,530560.215045623
52709,295000,400894.61956790613
8621,238000,173178.1724719645
35705,347000,412355.4505581519
26564,295000,463464.105255438
44165,699000,616221.8481755735
48431,263668,341697.889538754
38410,219000,258945.7759914021
13855,1045000,947238.6776032501
31770,439000,432985.8991682509
26867,399000,378840.6603613592
45988,240000,303505.27187168424
12941,1770000,1428966.108787716
33269,315000,322420.3075134205
45032,295000,266137.331828121
30748,650000,449305.92269037757
28186,274000,399534.88728428015
4032,695000,643802.0576937743
28702,249000,240998.43822016983
8462,369000,366207.19350522704
15577,365000,337890.62496848387
49278,930000,643557.1605809715
21808,595000,700835.3930369464
7051,195000,144175.0715519974
2211,85000,132861.72279974795
39334,649000,566933.687315781
2776,399000,415543.3111871015
24994,445000,534757.3144678761
37464,485000,555721.0422404403
45072,375000,375681.94286958786
16420,510000,599874.5888866516
13739,570000,490549.2338443324
25536,355000,362494.5173107366
39934,259000,405937.6916451023
50498,895000,684403.7400346339
49033,349000,323502.5841061024
52536,240000,275872.6632725664
4677,420000,482991.5852498555
20246,270000,341989.9287213167
24914,299000,294221.31170741515
8243,68000,-3079.449228611542
49110,395000,392858.71741321124
38576,399000,698272.9869231957
11131,270000,292201.83906231227
49048,350000,318912.7717481662
38251,255000,266174.13449314766
33215,199000,167507.46305652696
9223,259000,410255.110155
49454,339000,296545.054576137
42148,325000,469994.38229145686
9910,375000,630007.7798352834
51669,395000,292527.2368108811
51872,220000,250795.71931860066
25288,220000,149055.65054677404
41560,339000,332551.3432663042
48100,595000,614236.5806608384
34901,435000,347585.8958907539
18626,315000,337967.0360392882
51881,249000,311333.13296383177
17639,299000,638067.933579138
22367,369000,422389.66838233144
43540,820000,743626.3445851941
20325,479000,349665.46123161016
10152,310000,337067.7500640695
36894,125000,59321.05877672549
16917,475000,279768.33910168015
21504,499000,608112.7013796386
14075,344000,252607.88672720804
44113,430000,544802.852631814
33804,284000,560658.9579170058
12901,270000,222715.45243581216
38961,360000,258945.7759914021
15325,439000,377356.56604629965
18264,299000,395502.56413067563
51786,745000,712479.7344564439
36244,775000,875297.3102891119
8414,590000,450707.09470818937
8843,549000,478034.04693705507
12898,168500,171752.8544421128
48577,485000,372029.3660563494
52071,209000,196936.78014257288
13115,299000,510377.14790593926
14396,199000,117582.19615365478
51512,295000,215591.81281187315
34575,825000,995016.3414656853
23350,319000,275711.3763071798
22190,264000,227440.01626778417
11409,199000,349922.70337125694
26135,1595000,1840438.346194543
40540,299000,454237.3438158811
5965,169000,98168.88561993546
3562,795000,661651.5613476213
42470,299000,415449.95295978716
39298,350000,399354.867097102
29781,299000,341349.45978936786
20980,475000,460298.34355536074
33418,975000,758727.7358360501
37072,215000,233485.95180772935
7309,175000,146469.83899200632
40246,229000,298085.4916239923
51733,539000,595506.8314188534
3001,650000,612050.0978801493
26454,1545000,1074601.6753402767
7641,390000,383312.02912055573
43748,219000,264306.13109474786
46884,269000,310709.0215801401
9077,470000,352844.93656205834
50888,345000,355160.06761134934
51500,295000,390181.33528669534
47690,249000,391408.22558989556
15110,795000,802354.7673549108
16879,445000,355836.93651520245
18663,115000,8850.281086847419
40822,685000,683604.2793019479
25750,469000,551953.0884657991
49481,349000,549517.7630887087
39448,895000,713218.7388684571
22351,359000,387757.02893694333
4293,185000,199019.82483105172
13794,730000,726969.503484692
281,459000,817567.002362649
21228,353000,373133.69072487677
23704,149000,187148.2279792903
31152,315000,464833.4414051734
46889,355000,371834.8500168157
24467,349000,350442.83029510395
13699,500000,731977.2927246881
50871,325000,457245.8828662855
25216,99000,82011.97826851014
5097,595000,827768.2963135216
49365,379000,370492.0390108224
29980,795000,759111.1822864073
14420,235000,327330.7390675675
29841,390000,342335.9134993277
30917,475000,534578.2064707853
16057,219000,142727.46064004826
36140,1550000,941524.8815460827
27130,265000,253494.51235676074
8540,775000,697792.9814280565
25412,295000,420873.5953178267
29749,275000,278402.3033111746
164,365000,329702.50918090204
5499,1300000,1110617.4152190755
26018,1180000,663067.7780702716
37338,385500,262357.55888347974
28651,210000,239341.7323911683
51285,209000,229222.97117646405
44321,345000,385364.85232418054
27160,279000,354368.2837515821
14744,270000,333460.4048911398
33986,395000,276340.5880519361
49539,235000,316715.55375981325
33729,255000,362404.62394359533
5843,399000,580317.7445323425
7604,149000,216630.7465927161
51510,295000,432220.5946151993
574,895000,886460.4196572544
522,235000,260349.18094889095
51617,365000,415697.71196743194
30525,365000,307689.5032963865
40335,595000,469005.45981000486
36930,159000,139088.7455833985
2943,269000,194107.90049090137
8049,398000,354749.95600708877
40928,289000,467963.6763684596
31884,170000,277637.08100187615
48840,245000,258336.44259294847
24078,450000,418146.6730166021
32805,395000,518693.5125758952
1015,765000,614951.3530475675
36142,1550000,941524.8815460827
44628,235000,339828.5126398496
689,395000,255303.09587307216
47082,295000,346727.7701224191
18094,1850000,1117593.6574991348
32814,355000,404896.88681551
10822,525000,736080.2457832114
14242,445000,436064.0151116814
9824,320000,319893.38712876686
42818,255000,228809.57642902486
32031,249500,189356.19109532028
22289,325000,432242.8794355131
15635,1775000,1137386.0994747712
41273,229000,256204.05620878446
9461,399000,527548.9598809311
42069,339000,401707.3348202246
16869,275000,329366.71922366624
14351,299000,400220.4186064395
18855,695000,533708.6748861284
12831,499000,323370.5129254871
16447,549000,592448.5744629863
47577,290000,351293.5523604011
50237,295000,374816.30498014856
28162,239000,160234.91069410992
18646,399000,549205.5113707703
38232,585000,351293.5523604011
46612,425000,367604.49319193803
32530,554000,597261.2062341266
49823,275000,370202.2133366158
37253,295000,337109.94789799995
43411,310000,325360.0534099602
31281,89000,91990.7333767853
38288,549000,335980.8402332564
52673,280000,426108.1908287785
21894,225000,340517.7202222702
14741,269900,274768.2403832038
28872,350000,570380.9142937151
25005,525000,648337.7058155737
3734,587000,407992.70246178645
21544,215000,230984.89482973344
50304,350000,426626.8079385955
34321,619000,767436.8703787024
18250,545000,592899.8655458196
2743,495000,722959.509855019
25980,975000,806033.8524075828
25456,314000,342466.67263721745
36518,355000,413950.5772348058
17290,415000,446342.54633122875
14972,445000,390461.3304903234
37167,250000,345035.604553768
2968,155000,133503.44617684407
32542,575000,786369.9967858846
32480,529000,691578.6715851957
41931,245000,461530.15500514617
20410,169500,115692.45974327036
20089,930000,974588.1185611263
7305,160000,243218.82807472543
47425,590000,584132.6888265467
24849,190000,227933.9516333973
49664,279000,336886.0529434895
24802,350000,280825.5924463483
21303,160000,261809.73120606932
40409,259000,177279.70270481805
14473,515000,731091.1585353785
3080,325000,283660.81059307035
15324,439000,377356.56604629965
50279,330000,370079.0640319971
8461,369000,366207.19350522704
13757,596000,641947.5098125519
2443,875000,669757.434624905
34000,395000,409700.56040979706
22757,1595000,604074.1452625955
28286,399000,581872.8387656198
41335,250000,341195.8372691958
18086,1595000,1254659.1920982685
48974,309000,588168.8487985465
50006,215000,244455.87787778722
20655,237000,301521.62776207493
48295,325000,415449.95295978716
25617,395000,350521.9332793255
28201,299000,408819.6713165591
9888,303400,267952.7004808289
43978,265000,256739.59344024258
45572,695000,726672.7088109539
46956,239000,264099.442359713
46737,365000,418398.8600340128
6336,545000,580968.5830140898
32611,750000,632601.5770756035
52367,429000,497925.32552700874
12021,1199000,1216965.7612662234
37987,395000,400266.58487853344
16035,199000,203452.19904492988
5771,395000,426065.09599292214
38997,345000,314664.8642322492
42097,240000,187216.37353221036
34119,445400,356576.65954978997
3679,139000,210397.15722924104
4928,495000,363344.2860972414
21829,745000,573548.4742109124
2514,329000,310282.8480704941
18020,895000,906690.7107498632
43693,238000,235089.026735572
2317,270000,232693.21070391167
42915,305000,262292.28524505754
33600,195000,437109.1662320208
28047,235000,247277.74560716245
36194,210000,259256.6961314007
50879,335000,351189.1938608381
50015,215000,194699.19598604244
12151,1275000,874590.6770605941
38317,299000,323919.303468269
17832,465000,424979.26771186496
52262,209000,338163.1981891848
38460,300000,471147.8011968872
257,595000,442937.67341516097
31531,399000,411995.9135514717
41724,225000,400578.1047175691
2950,289000,220315.47036236536
39293,350000,348307.69397745584
18527,495000,527591.0474054697
38440,765000,440190.46097618167
52131,369000,342974.2819797625
14237,275000,368714.2445773444
43897,215000,232036.53646954312
17096,119000,15814.670845656365
42231,348000,347351.8815061108
33386,689000,665799.1912615284
12866,85000,23358.91679468687
50368,410000,358822.53133836534
4316,249000,272090.9555928676
33960,379647,375469.95844453387
33546,165000,132229.4683388847
2121,460000,588590.2173028057
36735,525000,537156.5385138346
35904,475000,618139.4018726449
44295,695000,698811.2394515455
22407,395000,556135.821081326
40411,259000,177279.70270481805
25882,650000,821252.810912607
48704,209000,153889.12759838148
53254,485000,385767.192461426
39397,285000,291107.2840788807
46306,345000,249573.52317725145
51647,395000,409250.43030563806
40,329000,436776.68636842474
20843,349000,347626.91715304554
14965,445000,414257.27082520106
587,280000,182704.42110510776
19703,1285000,1002021.5071050706
24474,375000,696250.4676579202
53471,250000,252750.5358502676
33319,383000,419741.82912958873
31514,385000,342235.43789237307
33526,130000,13310.736620838812
45101,490000,721863.2385186041
41431,599000,616152.4875748309
48819,234900,421625.3075326275
52254,549000,785991.6404833363
36810,1295000,1103213.341331597
33048,395000,573459.7266215665
13463,279900,334384.1963085233
8635,435000,431525.97994340095
25814,549000,545036.6450467841
17205,449000,469213.38506317546
41032,249000,244766.45975328356
15203,1495000,811497.8249241824
49793,215000,268147.15975856525
50993,390000,339867.8764977637
15001,525000,634439.318167967
48344,269000,206614.93959081176
9092,425000,614306.4657587374
41059,355000,274818.63414329465
33087,175000,438141.96252288314
7015,549000,412543.7198140805
45462,360000,583084.5995166769
51610,360000,352124.3627162194
26609,375000,348005.27839061647
28313,429500,472578.24100739614
18666,155000,175016.85776398738
47080,295000,346727.7701224191
13768,618000,490170.96102460276
29262,1150000,1194375.9138373763
51064,260000,187286.45784666803
2696,1550000,928292.3740125152
7036,325000,516017.25786952866
8988,419000,350356.6204372248
9340,485000,360344.35362956754
45852,410000,306955.5334374835
16054,210000,208756.8785083855
5510,279000,179825.88015388412
27795,100000,-49760.07996938203
31046,175000,110905.21579061914
8969,350000,460231.6897418188
51304,219000,268668.91356411064
51418,260000,270936.7848952045
19625,769000,911280.1658213028
48135,795000,529661.9218701313
20004,798000,852930.7467129298
14100,495000,387622.1459358704
1353,399000,340177.6408907219
50412,455000,459842.9135741809
37716,1490000,560821.5097070306
51599,345000,289731.71464651613
25102,1185000,962107.1848088308
43352,495000,429081.5837123567
1209,395000,331379.50521470315
3285,420000,232493.0498793817
50290,340000,318912.7717481662
6205,309000,622380.3501608481
14915,395000,453622.93752336834
47631,875000,467564.70986831374
259,595000,442937.67341516097
3101,348000,458315.7298080099
24427,199000,261604.97880549185
11343,720000,947583.0365350746
22482,449500,339301.17748787324
26638,399000,472969.3949685566
8960,299900,373627.88072467584
29720,250000,435841.4078536727
21789,499000,435356.4178575519
10100,249000,291352.56545521005
22644,799000,1111974.2690723187
49219,620000,491515.0341128799
43288,319000,403168.8858393963
30181,140000,36074.27109787951
9806,295000,295645.51789037546
29024,434200,312022.9893480231
